prediction_ts,age,gender,context,text,label
1650297905.084745,33,male,movies,"E! TV is a great channel and Talk Soup is so funny,in a flash you can view the episodes change. We want more funny writings by the best writer ever Stan Evans.. The patron Saint of the mindless masses... He is a truly talented, gifted writer, actor, comic, producer,director, and creative consultant.Anna Nicole loved him , but he was not a $$$$Billionaire so he left him for a Billionaire. Many super stars wanted to make films with the actor Stan Evans, who has a Humphrey Bogart {Clark Gable}acting style. He should make many more movies. Maybe with Stephen Spielberg, or perhaps many other talented producers.We wish him a moment of FAME with a great fortune to gain. Has he produced any mock-U-dramas? or perhaps any docudrama??? A project about Bernie Madhoff would be a great TV movie written by STAN EVANS. How many screenplays has he written?? Is he under $$$$$$$$$$$$billion contract with Disney?? He should earn more than $50 Million... He could also write a TV movie about the late KING OF POP.. Michael Jackson. We want to view a lot more of and by Stan Evans in the movies and on TV. Thank you so very much. Elvis has left the building!!!!!",positive
1650298393.220338,22,male,movies,"I always try not to be harsh while criticizing something that I didn't like, but after watching this mini-series I was so disappointed that could not help my irritation. On the one hand, it is true that series stayed faithful to the novel and of course I found that very nice, but on the other hand terrible casting, poor acting, especially of key characters  like Funny Price, impression of stage play, I mean theatrical way of acting makes you irritate from the beginning to the end. I am sure with this budget, even if it was low, could have been done something much better and worthwhile. it is up to you to watch this series, but personally i don't advice you to spend your time on this disappointing ecranization.",negative
1650298881.355932,36,female,movies,"This is my first comment on IMDb website, and the reason I'm writing it is that we're talking about ONE OF THE BEST FILMS EVER! 'Ne goryuy!' will make you laugh and cry at the same time, you will fall in love (if you're not a fan yet!) with Georgian choir singing tradition, and possibly you will accept the hardships of your own existence and just feel good after watching it:) What I like a lot about this film is that actors in the non-leading roles create vivid and memorable characters and are just as interesting and important as the central character. The film is starring Vahtang Kikabidze (who is great), but you will remember every single face around him in the film. You will find yourself quoting their lines, that have become household names for so many Russian-speaking people. A film to live with. Simple, yet deep, you will want to watch it again and again.",positive
1650299369.491525,72,male,movies,"Recently I was looking for the newly issued Wide Screen DVD of FLY AWAY HOME and came upon interesting title that I had never heard of: GREY OWL. The fact that it was a Richard Attenborough Film caught my attention (he responsible for such fine films as GANDHI, CHAPLIN, and SHADOWLANDS). I noticed that the screenplay was by William Nicholson (author of SHADOWLANDS). This Special Edition was full of interesting sounding material and the price was just under $10.00 -- so I chanced it & bought it. WOW! What a beautiful film. Pierce Brosnan stars as Archie Grey Owl, a real life trapper in the 1930s, who came to love and respect the wild lands of Canada, and worked to help protect them. Brosnan (who starred in a James Bond film) gives a shaded, warm, powerful performance as does Annie Galipeau as the young woman who loves and influences his feeling for the creatures of the land -- especially the beaver. A fine score by George Fenton (THE CRUCIBLE) and beautiful photograhy by Roger Pratt add greatly to the effectiveness of the film. AND the extras on this DVD are something else! Includes two shorts made in the 1930s with the real Grey Owl as well as audio commentary tracks by Attenborough and Producer Jake Eberts; 2 Featurettes; and many other fine additions PLUS options for those having access to a PC with DVD-ROM features. GREY OWL has been released directly to DVD in the United States -- a fact that Richard Attenborough attributes to Hollywood's lack of interest in distributing something that isn't loaded with a lot of violence and sex. This is a film that not only informs and entertains but leaves you with something to think about. I had a very warm feeling at the films conclusion -- and a whole new love and understanding for beavers! GREY OWL is a very fine film -- worth checking out! This is one I look forward to sharing with others.",positive
1650299857.627118,59,female,movies,"It must have been several years after it was released, so don't know why it was at the movies. But as a kid I enjoyed it. I just found a VHS tape of Superman and the Mole Men at the flea market and decided to watch it again (it's been a lot of years). I wasn't expecting much, now knowing how the B movies were made at that time. But I was pleasantly surprised to find the movie very watchable and the acting by all outstanding. Usual acting in these type movies leaves a lot to be desired. Surprisingly, the writing wasn't bad either. Forget the fact that Superman went from sequence to sequence and could have kicked all their butts in the beginning, because then the story would have ended, right?! OK, the mole men costumes were hokey and not very scary (they didn't even scare me as a kid). However, making allowances for the probable low budget for background and costumes, it was a job well done by all. I recognized the sheriff right away as The Old Ranger from Death Valley Days and plenty of supporting roles in TV westerns. J. Farrell MacDonald played old Pop and was always a great supporting actor in more movies than I can count. Walter Reed and Jeff Corey were familiar faces as well from other movies. Did you recognize the old doctor as the captain of the ship that went to get King Kong? Did you recognize the little girl rolling the ball to the mole men as Lisbeth Searcy in Old Yeller? Some of the mole men were famous too. Jerry Maren has played Mayor McCheese for McDonalds, Little Oscar Mayer, was the Munchkin that handed Dorothy the lollipop, was on a Seifeld episode and a wealth of other work. Billy Curtis played an unforgettable part with Clint Eastwood in High Plains Drifter, was one of the friends met by the star in Incredible Shrinking Man, he had a part in a movie I just luckily grabbed at a flea market titled My Gal Sal with Rita Hayworth, Wizard of Oz and plenty of other parts - great actor. John Brambury was also a Munchkin. Phillis Coates, who played Lois Lane in this movie, was without question wonderful in the part and George Reeves as Superman/Clark Kent WAS Superman. He did a great job of playing the strong man. Bottom line to all I've said is that this movie is worth watching because of the cast and writing in dealing with a pretty flimsy idea for a movie. But it was the 50's and anything was possible from intruders from outer space to mole men from inner space. It is definitely worth seeing, there isn't a bad actor in the group. Whomever put the cast together was very, very fortunate to get so many gifted actors into a B type film. Some already had a wealth of experience and some were about to obtain a wealth of experience - but all were gifted. So if you get a chance to see the film, forget the dopey costumes and just enjoy the excitement and acting. Is it a bird? Is it a plane? No, just a good, old fashioned movie to enjoy!",positive
1650300345.762711,37,male,movies,"Yeah, that's right. If I were to ask my friends this question: What's the worst movie you have ever seen? They might reply something like Armageddon (can you drill the hole?!?), Shriek, Plan Nine From Outer Space, The Medallion, Scooby Doo etc... No - Don't get offended by this by thinking you have seen something that might be in the same department of naturally produced human fertilizer that this movie is in. If the worst movie you can think of is, let's say so bad it really pisses you off; then you know nothing my friend.<br /><br />Crazy Six... I remember the day me and a buddy of mine went to the local video store to rent a movie. Both of us had already been through most of the movies in there, and on the new movies-shelf we see it staring at us. Wow, there's some good actors here man. Says something about mafia, lets just get it and get out of here. This was without doubt the worst movie mistake in my movie loving life. It was also the worst mistake for everybody else: movie lover or not.<br /><br />Watching this movie is as fun as watching a glass of ice cold water (or ice-tea....) until it reaches room temperature. Watching this movie will make you dream an eternal dream of death, if death is just blackout light and nothing, and then you realize you are just staring at your TV-monitor. Not staring. You are actually paying as much attention that is humanly possible. This is no joke.<br /><br />This movie is the perfection of making a bad movie. It's not the kind of bad you can watch, point and laugh of, its the kind of movie that is so bad you actually have no chance of ever get out of your memory. Unless perhaps you use electric shock therapy to clear out the brain. .... ... (Hey! That might be something similar to how I remember me and my buddy felt after watching it....)<br /><br />Best regards from me to you Albert Pyun.<br /><br />-Joergen",negative
1650300833.898305,26,female,movies,"Of course the average Sci-Fi Battle Star Gallactica fan will hate this. That kind of makes me happy. I don't like those cheesy sci-fi shows especially Battle-star Gallactica and that is why I like this show.<br /><br />The creators of the show got a lot of heat for making this (the unconventional sci-fi way) and it was worth it. I read on Wiki that they wanted to appeal to everybody including women and not just sci-fi nerds.<br /><br />This is probably the most promising show since Lost. It has the most interesting, clever, and deepest script of any show in some time and it is truly unique.<br /><br />What I love most about the show is that it kind of plays out like a great Anime! From young teens running around shooting guns, to and extremely well balanced and complex script, to robots it reminds me of something that came from Japan except a little bit better (most Anime is too confusing).",positive
1650301322.033898,48,male,movies,"Great show! About time a reality TV show comes along that closes generation gaps. Contestants range in ages, some seem old enough to have watched the movie when it first came out. And others, looked so young that perhaps parents or teachers handed down the movie hoping it would touch their lives the way it once touch them. Grease has truly become an American icon. Grease is a fun and entertaining movie in which the young and old can relate to. You're The One That We Want is sure to gain even more Grease followers. The only thing I wish there had been more of is character history, then again it is kind of nice to leave some of it to the nostalgic imagination of the 50's. Cant wait to watch the next show...and then on Broadway!!!",positive
1650301810.169491,44,male,movies,"Sure, this movie is sappy and sweet and full of clichés, but it's entertaining, and that's what I watch movies for. To be entertained. Natasha Henstridge is stunning, even with the short hair. Her smile is radiant and her beauty can't be disguised. As for Michael Vartan, I'm sure the women love him. The two of them seemed to really like eacb other in this film. I don't understand the comments that there was no chemistry between them. I guess we see what we want to see.<br /><br />Olivia d'Abo and Michael Rigoli were fun to watch, even if d'Abo's British accent did creep into her supposed Bronx speech. To tell you the truth I hadn't really noticed it until I read these comments, but I went back to the DVD and now her dialogue sounds more British than American to me, but she was ideal for her role with that one exception. <br /><br />It's a story of two nice people who are getting married to significant others, but who find their soul mates in one another. It may be an unlikely story, but who says movies are all supposed to play like documentaries? It is no more unrealistic than any of the dramas that are screened every hour on the tube. That's why we watch them, to escape from the humdrum of daily living for a short time and enter the world of the characters on the screen. I thought these actors did a good job of it, but hey, I'm a sentimental guy who tears up easily. Don't get me wrong though, it has to be a sentimental scene, and this movie had plenty of those.<br /><br />I give it 9/10 only because I'm saving my 10/10 for that yet unseen super magnificent movie that I know will come along some day. If you see it advertised as coming up on the Movie Channel or Lifetime Movies, or whatever, make a note to watch it. I think you'll like it.",positive
1650302298.305084,55,female,movies,"Spoiler!!! This movie is based on the concept of What If? Of course Mr Destiny will be able to answer this question. The main character goes through a bad day, like many of us, and asks this question. Chaos Theory states a butterfly in China could have an effect on someone over here from a chain reaction. The focus of this movie is based on one event during a baseball game. This event sets into motion one's Destiny; Just like Ashton in The Butterfly effect except Mr. Destiny uses comedy over drama. The results make a fresh, somewhat original movie. If one's philosophical are in tune with The Butterfly Effect one will likely enjoy Mr. Destiny. I give it a 7 out of 10. Amazing for I have seen the first half of this movie 3 times, and finally watched the ending on TBS.",positive
1650302786.440677,26,male,movies,"The premise of this film is the only thing worthwhile. It is very poorly made but the idea was clever, if not entirely original. It's a shame the other aspects of the film weren't better. The acting is especially bad.",negative
1650303274.576271,34,female,movies,"This film reminds me a lot of the anti-drug films of the 50's and 60's due to the fact that it was made by people that have obviously never experienced the social evil that they are warning us about. Tom Hanks and his buddies are role playing, but there are no dice, lots of candles, and then you are just swept away in a bad montage showing Hanks falling for the lady in the group. quite funny but misguided. I wonder how many poor kids had their D&D stuff destroyed, and were told that the use of their imagination was the road to destruction. As a film it's basically an after school special, bad acting (although Hanks does show some of his talent) and relationship talks, and no one seems to be having any fun. It seems these films have a psychological focus on adolescents starting on the road to adultism, which is more serious, apparently, and requires you to buckle down and do the things everyone else does. Despite my vote of 2, this is worth watching due to its unique genre, scare films, which I personally find quite funny.",negative
1650303762.711864,45,male,movies,"...Heads, Hands, and Feet - a band from the past, just like Strange Fruit. A triple whammy there. Those who have professed not to like this film are either heartless or under 40, and have had no experience of the real thing. Sad for them. This is an achingly well-observed little picture that is an excellent way of passing an hour or two, and will probably not even fade much on the second showing. Stephen Rae, Timothy Spall as the fat drummer (in many ways quite the most delightful figure of all), and Bill Nighy - a new name for me - as the neurotic vocalist and front man all turn in super performances, and Juliet Aubrey has lovely doe eyes to go with some sharp acting as Karen, who tries to hold the band together as they spectacularly self-destruct.<br /><br />The Syd Barrett/Brian Wilson echoes are loud and clear, Mott the Hoople rear up before one in all their inflated ridiculousness, and the script is never mawkish for more than a minute. Don't compare this with Spinal Tap or The Rutles or The Full Monty - it's unfair on all of them. The nearest comparison is The Commitments, and that's no bad thing. And any film that can conjure up memories of Blodwyn Pig - a band I do not remember ever seeing, but the name lives on - well, it shows somebody in the team knew what they were on about.<br /><br />A small delight, and thanks for the memory.<br /><br />Oh... and I've got ANOTHER one - Stiff Little Fingers; a-a-and what about SteelEYE Span... Spooky TOOTH... Ten Inch NAILS anyone? (You have to see the movie or have been on the road)",positive
1650304250.847457,53,other,movies,"Unconditional Love starts with great promise. As directed by P. J. Hogan, the film works great up until the last third of the movie, when it falls flat on its face. The screen play Mr. Hogan and Jocelyn Moorehouse wrote showed a myriad of possibilities that fizzle at the end. It appears the artistic team behind the movie had great hopes for it to play differently. The reality is this is a film that is looking in different directions in how to bring it to a resolution that ultimately fails. Don't get me wrong, the movie is tremendously appealing and will resonate with a lot of its viewing public.<br /><br />Based on the strong cast, we decided to take a look. The tremendously talented Kathy Bates is the perfect choice to play Grace Beasley, the woman who finds at the beginning of the film that all is not well in her marriage. Ms. Bates is an excellent actress who deserved much better, even when her character is not helped by what the authors have her do in the film.<br /><br />Rupert Everett is always dependable into delivering. His role, as the late Victor Fox's lover is well written, that is, until Dirk is lured into coming to Chicago to find Victor's murderer. It's bizarre and it defies all rules of logic. Dirk doesn't look capable of hurting a fly, let alone hunt down a killer with the help of Grace and her daughter-in-law, the incredible funny, Maudey.<br /><br />As played by Meredith Eaton, this little woman, Maudey, is one of the best things in the film. She's is brash and tells it as she sees it. Peter Sarsgaard, one of the best actors working in films these days has nothing to do in the picture; he is totally wasted. Dan Aykroyd also has nothing to do. We see him at the beginning and at the end of the film and his Max doesn't make sense. He appears to want changes in his life and his marriage, only to come back to Grace without any explanation, all things forgiven.<br /><br />The English actors are good. Lynn Redgrave has a better opportunity as the hysterical Nola. Jonathan Pryce is seen throughout the film as a ghost singing bland songs. Julie Andrews makes a funny contribution in a couple of priceless scenes. <br /><br />Ultimately the television show hosted by Sally Jesse Raphael is a turn off and doesn't add anything to the movie. The best part is hearing Kathy Bates singing. What a beautiful voice she has! In fact, Ms. Bates is the best excuse for staying until the end.",positive
1650304738.98305,47,male,movies,"A brilliant movie about family, guilt, sacrifice, betrayal, and love. Macy is such a great actor. It was almost a shame to see him in the same scenes with Campbell, who looks the part of a neurotic sex object but doesn't have the chops to work with him on the level the script called for. But he's such a good actor that he played down to her level to make the scenes work. I highly applaud the casting of Tracey Ullman as the neglected wife. Who knew? Sutherland is also very good. The way he moves makes his character look taller (and even younger in some scenes). Almost everyone knew what they were doing.<br /><br />Macy's portrayal of the only situation in which his character is not able to be careful is nothing short of complete mastery.",positive
1650305227.118644,47,female,movies,With movies like this you know you are going to get the usual jokes concerning ghosts. Eva as a ghost is pretty funny. And the other actors also do a good job. It is the direction and the story that is lacking. That could have been overlooked had the jokes worked better. The problem only is that there aren't many jokes. Sure I laughed a couple of times. Apart from the talking parrot there wasn't an ounce of creativity to be noticed in the movie. I blame the director not using the premise to it's full potential. Eva certainly has the comedic skill to show more but did not get the opportunity to do so. Overall this movie is ideal for a Sunday afternoon. Other than that it can be skipped completely.,negative
1650305715.254237,28,female,movies,"I enjoy a good, slow-moving drama. Christmas In August, Chungking Express, Virgin Stripped Bare By Her Bachelors, The Way Home, Springtime in a Small Town, Hana bi, Eat Drink Man Woman, Dolls, In the Mood for Love, and Spring Summer Fall Winter Spring are all enjoyable films  just to name a few. <br /><br />Unfortunately, there is a subset of films within the drama genre that attempt to ride the coattails of good films while providing nothing of interest themselves. These are what I call IAN films  Incomprehensible Artistic Nonsense. Tsai Ming-liang is the king of this subgenre, and Vive L'Amour is his masterpiece. In fact, this is the crème de la crème of crap-infested garbage under the guise of art. People walk around in their apartments, drink water, stroll back and forth waiting for pay phones to become vacant, hang posters, staple papers together, go to the bathroom, eat, do pushups, have sex, slap at mosquitoes, etc. I'm not joking when I say that is an accurate synopsis of the entire film, which is the quintessential posterchild for pointless art-house trash. There is no plot, no storyline, no interesting or noteworthy events, no emotion, no meaningful dialogue, and most importantly  no drama.<br /><br />The most eventful scene has two people banging on a bed with a person masturbating underneath the mattress  ironic that it's also totally tasteless and gratuitous. The relationship of the characters on the bed is practically non-existent. Tsai apparently didn't feel like communicating anything to the viewer regarding these people other than the obvious fact that they like to bang. The person under the bed is just as one-dimensional and uninteresting. He likes to drink water, makeout with melons, and stroke himself. This is Tsai's idea of character development. A truly misguided entertainer indeed.<br /><br />Tsai's true contribution in Vive L'Amour is perhaps the most atrocious scene in art-house film history. He first shows the lead actress walk all the way from one end of a park to the other for 285 consecutive seconds, only to then show her cry hysterically  for absolutely no reason whatsoever  for another 356 consecutive seconds. The film then abruptly ends. No point. No entertainment. Just pure, concentrated torture inflicted on the viewer. <br /><br />In an effort to beat a dead horse. The underlying theme of loneliness is mishandled so greatly that the only true feeling of this film is that of boredom. In fact, Kiyoshi Kurosawa provides a much better exposition on loneliness in his horror film Kairo. And guess what? It's actually INTERESTING! That film moved as slow as molasses in January, but there are better ways of addressing the concept of loneliness than the utter waste known as Vive L'Amour. Kairo is a perfect example of that.<br /><br />Fans of cinema may thank Tsai Ming-liang for directing this film, as he has provided irrefutable evidence that art-house cinema can be just as poorly made as B-grade, made-for-television horror flicks. Art-house snobs have now officially lost their pedestal of self-righteousness. The quality level of your precious genre now overlaps films like Army of Darkness and  gasp!  Showgirls. How do you like them apples?",negative
1650306203.38983,24,female,movies,"I can't help but laugh at the people who praise this show as heartwarming and tear-jerking. For one, it's entirely unrealistic that these people will have perfect lives after their new homes.<br /><br />How can these families afford to maintain these new mega-houses? And what about their poor neighbors? Property taxes must surely increase after this happens. Plus, the noise would annoy me.<br /><br />Second, how excessive can a reality television show become? It's practically the same repetitive junk week after week. We're introduced to a suffering family, they renovate the home, then surprise the family and everyone breaks out the Kleenex boxes.<br /><br />Not to mention how boring the renovation part is. The only interesting part of the show is to see what the house looks like, but even that segment is destroyed by the phony confessionals and constant sobbing.<br /><br />Extreme Makeover: Home Edition is a show pretending to be heartfelt but it falls flat. Skip this one. If you like reality television, Survivor is far superior and moving.",negative
1650306691.525423,28,male,movies,"Really? Is this necessary? How can somebody make such a film? Disgusting!!! Seteven Seagal with funny hair and fat like an elephant. Stunts all the time, cars persecutions with an annoying soundtrack. Not to mention the Ending. Completely nonsense with the presence of the little girl.<br /><br />Steven Seagal wants to be Robin Hood!!! Well, at the beginning a fortune teller answers something, nobody has asked. Seagal's wife has nightmares and she can see the future. They must be kidding. Steven Segal passes out after a car persecution, and I know he can't act. It was terrible. Nothing can save that film.<br /><br />I lost 90 minutes of my life! See you",negative
1650307179.661016,32,female,movies,"This is without question one of the worst movies I have ever seen. However, it is also one of the most unintentionally hilarious. I like to compare it to Plan 9, in that it can be so bad, so awful,so dumb, and such a waste of time that I find myself laughing out loud.<br /><br />One of my biggest problems with it is that it's a complete ripoff of Robin Hood, and let be honest and say that I love Robin Hood with Errol Flynn, and Robin Hood: Men in Tights. But let's face it, from the forbidden love between Peck (who is definitely slumming it. Although in all fairness this was still a good few years before the masterpiece To Kill a Mockingbird) and the female character (who is so forgettable, apparently, that I have forgotten her name.), to the final scene where the good guys dress up as monks to fool the bad guys screams ROBIN HOOD all over it.<br /><br />However, I don't think the film isn't worth seeing. On the contrary, I think that this is one of the funniest movies I've seen in years, even if it was unintentional.",negative
1650307667.79661,76,female,movies,"I was swept into this series just as surely as the sea would sweep me into its grip. Although it started out slowly, I found that the realism in depicting the ship, the variety of characters and lively dialogue keep me watching. The protagonist was destined to be challenged, grow and change on this voyage and I wanted to be there for it. I was not disappointed. The series took you from humor to tragedy and everything in-between, often in the same scene, the same breath. There was a wealth of emotional overlaying, interaction and expression--relentless and compelling to observe. The movement of the ship added an almost fanciful component to the many scenes, making the characters ill one moment and adding humor the next.<br /><br />Edmund Talbot is a complex character, the likes of which we don't see often. We may know where the captain stands or Mr. Prettiman, but they are older men, set in their ways. Talbot was young and arrogant, still learning, testing himself and being tested. He struggled getting along with others and made mistakes like a real person would but had a heart that could be touched, that grew with each hard-taught experience. I appreciate the excellent characterization; it's too rare in movies and television.",positive
1650308155.932203,33,male,movies,"Superhero movies pretty much always suck, and this is no exception. Its only redeeming quality is the fact the movie COULD have been even worse. I would put 'Batman & Robin' and 'Steel' above this movie, so yes it is that bad...<br /><br />If your looking for a black superhero, check out 'Blankman' its not a serious superhero movie but at least its entertaining.",negative
1650308644.067796,31,female,movies,"2002's the Bourne Identity is one of my all-time favorite movies. however, many fans of the book have complained that the movie had very little to do with the book's plot.<br /><br />The Assignment is the real deal. It's odd that no-one on the Bourne Identity threads has mentioned this movie at all. (Well, I jst did.)<br /><br />Besides the excellent plot, I personally found this movie to be as good as any espionage movie I've ever seen, with the possible exception of The Bourne<br /><br />Identity itself.<br /><br />The action is all completely realistic. I especially liked the protagonists' training regimen, which was very inventive.<br /><br />The feel is dark and gritty. There are a few surprising plot twists. The acting is excellent. <br /><br />If you like this genre, I cannot recommend this movie highly enough.",positive
1650309132.203389,22,female,movies,"as a retired USAF MSG (aircraft maint. spec), this has got to be one of the worst movies i have ever seen. the fact that a teenager could ever get on the flight-line, much less get into an f-16 is ludicrous. the military spends millions on each pilot to make them the best in the world and this movie makes the air force and all its members seem stupid at best. yes, i know it is only a movie but it conveys a message to the younger folks that we are all idiots, and believe me, we are not. the logistics involved in setting up any type of mission are highly involved, even in the eighties, military computers were too secure to hack by any teenager, and the other flaws in this movie make peter pan more believable. sorry, to me, this movie has no entertainment value at all.",negative
1650309620.338983,45,female,movies,"Partially from the perceived need, one feels, to include a conventional love story in the plot to make the film more marketable to a 1950's movie-going public. <br /><br />The film starts with some wickedly funny characterizations of the upper-class bureaucrats running the Foreign Office --- the British are pilloried in the way that only the British can pillory themselves. But after that, the film loses its way in a conventional farcical plot. Terry-Thomas watchable as always, but the great talent in the cast (Peter Sellers, et al) is largely wasted.<br /><br />A diverting, but not great film.",positive
1650310108.474576,57,male,movies,"I first saw Love in Limbo playing late on free to air TV about five years ago, and since then it's a movie I'll always remember warmly as one of those films you see and are forever influenced by.<br /><br />For the uninitiated, Australian film has a long history of making off-beat comedies about lovable losers, and Love in Limbo is a sterling example of this. Whilst Russel Crowe is the only name actor in it (although these days he's all a movie needs), the rest of the Aussie cast is good- he still steals the show as a nervous, nerdy, virgin loser though.<br /><br />The general premise is a lot like American Pie. A group of friends wanting to get laid and become men. As you'd expect, the entire movie focusses on this (with a sub-plot about the lead's mother and various other incidents), and is full of humorous situations that push it towards the inevitably sweet ending.<br /><br />If you enjoyed American Pie, don't expect this to be the same- but expect the same conventions to make appearances. Love in Limbo isn't a gross out romantic comedy- but it definitely has its share of laughs, fist pumping moments when the good guy wins, and the situations every guy, Australian or otherwise, can relate to.<br /><br />See it if you liked: American Pie, Almost Famous. Strengths: Good Aussie cast, easy to relate to, good perve value. Weaknesses: Predictable at points. My Rating: 8 out of 10",positive
1650310596.610169,32,other,movies,"A British teen movies which centres around a girl (Justine) accidentally creating her dream man (Jake) in by the use of a virtual reality machine, there is only one problem (well.not just one) she gets trapped inside his body with a geek as the only person who knows the truth and the only person she can trust. It sounds a lot worse than it is, I found it more watchable for the reason that Laura Fraser was starring in it more than the film content, indeed she looks stunning throughout especially when she dresses in a red lycra dress in order to impress Jake, WOW!!, If only I had a virtual reality machine",negative
1650311084.745762,48,female,movies,"Okay, that was just brilliant. I wish that the rest of Season 1 had been this strong. It really needed more episodes like this. <br /><br />The cast worked perfectly, even though they were all nobodies back in the day. Writing was fantastic and so was the editing. Great job in all accounts. <br /><br />The episode was thrilling, suspenseful and just kept you guessing until the very end. Which is what most MOTW episodes had tried, but failed until now. <br /><br />The first FIVE star episode for me. Really good, almost like a movie. I didn't even remember it being this good. I think it's even better than the great horror movie called 'The Thing'.",positive
1650311572.881355,58,male,movies,"Jimmy Stewart was a real life pilot, WWII flier and a one-star general in the Air Force and therefore a natural for how real pilots react when they fly. When you see the faithful recreation of the actual plane, you begin to understand the real-life bravery and courage of Lucky Lindy when he flew the Atlantic solo in 1927!",positive
1650312061.016949,37,female,movies,"I saw this film as it was the second feature on a disc containing the previously banned Video Nasty 'Blood Rites'. As Blood Rites was entirely awful, I really wasn't expecting much from this film; but actually, it would seem that trash director Andy Milligan has outdone himself this time as Seeds of Sin tops Blood Rites in style and stands tall as a more than adequate slice of sick sixties sexploitation. The plot is actually quite similar to Blood Rites, as we focus on a dysfunctional family unit, and of course; there is an inheritance at stake. The film is shot in black and white, and the look and feel of it reminded me a lot of the trash classic 'The Curious Dr Humpp'. There's barely any gore on display, and the director seems keener to focus on sex, with themes of incest and hatred seeping through. The acting is typically trashy, but most of the women get to appear nude at some point and despite a poor reputation, director Andy Milligan actually seems to have an eye for this sort of thing, as many of the sequences in this film are actually quite beautiful. The plot is paper thin, and most of the film is filler; but the music is catchy, and the director also does a surprisingly good job with the sex scenes themselves, as most are somewhat erotic. Overall, this is not a great film; but it's likely to appeal to the cult fan, and gets a much higher recommendation than the better known and lower quality 'Blood Rites'.",positive
1650312549.152542,33,female,movies,"I have for years remembered a song JUST A COUPLE IN A CASTLE (No. twenty moonbeam square, just a couple in castle in the air). I couldn't find the song, but I remembered that it it had to do with cartoon bugs. I located a reference to the movie on the web. I had seen the movie when I was only 9 year old at the Ligonier PA theatre. I was pleased to find that it had Kenny Gardner the singer with Guy Lombaro (I am a Lombardo fan). And then to see that it was produced by the Fleisher Bros. who did another very good full lengh cartoon feature of Gullivar's Travels (also remembered fondly). Also the songs were associated with Hoagy Carmichael and Frank Loesser who are among the very best. No wonder I remembered the film, the song, and the colorful animation. As a full lengh musical this is a movie which should be remembered as a one of the best of the early full lengh musicals. Now that I remember it, the plot may not have been earth shaking, but was very well presented and makes for a easy to watch abd delightful movie.",positive
1650313037.288135,34,male,movies,"Casting aside many of the favorable comments that have obviously come from friends and/or relatives that pepper this and many other low budget independents listed on IMDb, one is lost when it comes to using these reviews as an accurate gauge. So eventually you have to go out and rent the flick just to see for yourself. One of the first things you must understand are the catch phrases that camouflage the reality of the movie. In this case the term dark psychological thriller. Read: hack writer/director who thinks he's an auteur, who replaces plot, story, and action, with what he believes is a deep insight into the human soul. His great insight? Festering and repressed childhood traumas emerge to wreck havoc when we become adults. Wow, I bet Freud would be really impressed! Too many would be film makers like Kallio, who were raised on low budget horror flicks of the last few decades, fail to dig their own fresh grave. Instead, they fall into the pre-dug graves of the many other directors that came before them. They are content with rehashing old and tired horror clichés that they borrowed from a dozen or more films. The result is an unoriginal, uninspired, unbelievable waste of film stock.",negative
1650313525.423728,28,female,movies,"I first saw Signs of Life on PBS as an American Playhouse presentation. It's a wonderfully written, ensemble production with terrific performances by Michael Lewis as Joey and Vincent D'Onofrio as his brother, Daryl. Arthur Kennedy, in one of his last roles, is also excellent as an aging shipbuilder whose family business is about to close. The rest of the cast which includes Beau Bridges, Kathy Bates and Mary-Louise Parker give remarkable clarity and substance to their characters.<br /><br />The direction is subtle and effective. I've watched this movie several times over the years and would very much recommend it. A beautiful piece of filmmaking.",positive
1650314013.559322,28,female,movies,"Private Practice is being spun off the fairly successful and well written Grey's Anatomy. The cast is fabulous. The premise might even work. But the writing is just terrible.<br /><br />The pre-pilot disguised as a Grey's Anatomy episode should have been my first warning. The plot was just blah. I thought maybe it was a fluke. So I set the DVR to tape the pilot and all other episodes.<br /><br />As I was watching the pilot, I just kept wondering how a show with such a cast of fine actors could put together a boring pilot. The pilot is supposed to suck people in and keep them coming back for more. There's supposed to be excitement, flash, great writing, intriguing storyline with a cliffhanger that needs to be answered throughout the rest of the season. Amazingly, this show had none of that.<br /><br />Thinking it was a fluke, I just watched the second episode hoping for the best. And although marginally better, it doesn't come close to what it needs to be interesting can't miss TV.<br /><br />I just scrubbed this show from my list of shows to watch. Not worth the effort IMO, and I would be very surprised if this show even makes it through mid season. Pass this one up folks.",negative
1650314501.694915,25,male,movies,"This movie has one redeeming feature. At one point, after a character is attacked by an ax-wielding fairy, his brother asks him, Why is your dick over there, Chuck? After suffering through almost an hour of bad film, this almost made my drink come out my nose.<br /><br />Some of the acting isn't too bad, but the kids all stink and P. J. Soles should be ashamed of herself for doing this film. The story is weak and nobody does what you think (or what common sense dictates) they should.<br /><br />Of course, there are a lot of story points that don't add up. For example, in one scene the ghosts of young children must concentrate hard to move a physical object so they can prove they exist, a difficult feat since they apparently can't interact with physical matter. However, minutes later they all pick up branches off the ground and beat the Tooth Fairy with them. Apparently they CAN sometimes move matter and sometimes they CAN'T. Go figure.<br /><br />Lots of blood and guts, though...a few nice boobs. But this doesn't make up for the deficiencies.<br /><br />If you want a movie about the Tooth Fairy, go rent Darkness Falls. I think it's great, though a lot of other reviewers don't share my opinion. At least it sets a mood.",negative
